StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q_DuplicateRespondent,Q1_Role,Q1_Role_11_TEXT,Q2_DecisionAuth,Q3_Industry,Q3_Industry_26_TEXT,Q4_OrgSize,Q5_ProfitModel,Q6_RevenueBudget,Q7_PersonalBudget,Q8_GeoScope,Q9_GeoScale,Q10-28_Barriers_1,Q10-28_Barriers_2,Q10-28_Barriers_3,Q10-28_Barriers_4,Q10-28_Barriers_5,Q10-28_Barriers_6,Q10-28_Barriers_7,Q10-28_Barriers_8,Q10-28_Barriers_9,Q10-28_Barriers_10,Q10-28_Barriers_11,Q10-28_Barriers_12,Q10-28_Barriers_13,Q10-28_Barriers_14,Q10-28_Barriers_15,Q10-28_Barriers_16,Q10-28_Barriers_17,Q10-28_Barriers_18,Q10-28_Barriers_19,Q29-46_Top3Barriers_1,Q29-46_Top3Barriers_2,Q29-46_Top3Barriers_3,Q29-46_Top3Barriers_4,Q29-46_Top3Barriers_5,Q29-46_Top3Barriers_6,Q29-46_Top3Barriers_7,Q29-46_Top3Barriers_8,Q29-46_Top3Barriers_9,Q29-46_Top3Barriers_10,Q29-46_Top3Barriers_11,Q29-46_Top3Barriers_12,Q29-46_Top3Barriers_13,Q29-46_Top3Barriers_14,Q29-46_Top3Barriers_15,Q29-46_Top3Barriers_16,Q29-46_Top3Barriers_17,Q29-46_Top3Barriers_18,Q47-64_Readiness_1,Q47-64_Readiness_2,Q47-64_Readiness_3,Q47-64_Readiness_4,Q47-64_Readiness_5,Q47-64_Readiness_6,Q47-64_Readiness_7,Q47-64_Readiness_8,Q47-64_Readiness_9,Q47-64_Readiness_10,Q47-64_Readiness_11,Q47-64_Readiness_12,Q47-64_Readiness_13,Q47-64_Readiness_14,Q47-64_Readiness_15,Q47-64_Readiness_16,Q47-64_Readiness_17,Q47-64_Readiness_18,Q65-73_Maturity_1,Q65-73_Maturity_2,Q65-73_Maturity_3,Q65-73_Maturity_4,Q65-73_Maturity_5,Q65-73_Maturity_6,Q65-73_Maturity_7,Q65-73_Maturity_8,Q65-73_Maturity_9,Q74_Feedback,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,STUDY_ID,SESSION_ID,SOURCE,COMPLETE_URL,Q50_Feedback - Parent Topics,Q50_Feedback - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q50_Feedback - Topic Hierarchy Level 1
2026-03-25,2026-03-25,IP Address,100,1284,True,2026-03-25,92c7b3963777ebc1aca9f5bbd56d492b,anonymous,,"CSO (e.g., Director of Strategic Planning, Policy Director, Chief Strategy Officer)",,"I provide significant input and recommendations, but final decisions are made by others",Manufacturing,,500-999,For-Profit,$100M-$499M,$10M-$49M,United States,International,Moderate Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Major Barrier,,,,,,,Difficulty integrating new technologies with existing legacy systems.,,,,,New technologies disrupting existing workflows or processes significantly.,,Concerns about data privacy compliance related to new technologies.,,,,,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Good survey,complete,,,69c17630acada6abeead2da5,69c3c04cdc69d82bf8499931,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,1065,True,2026-03-25,1a605f3f52412edf3c5be88bc6e05a34,anonymous,,"CMO (e.g., Director of Communications, Public Affairs Officer, Chief Marketing & Communications Officer)",,I am one of several key decision-makers who collectively decide on technology adoption,"Professional, Scientific, and Technical Services",,<100,For-Profit,<$10M,<$10M,United States,National,Minor Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Major Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,,,,,,,,,,,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,Uncertainty or complexity related to regulatory requirements.,,,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"TRUST..Is one of the most important factors. Change can be difficult for some and you have to present the facts, both benefits and possible problem factors related to said changes.",complete,,,69c17630acada6abeead2da5,69c3ec52bb7d41daf4b01fc1,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,392,True,2026-03-25,da5bc82b7c4b9b4bdf6d5216b6f5a87f,anonymous,,"CFO (e.g., Director of Finance, Budget Director, Comptroller)",,"I provide significant input and recommendations, but final decisions are made by others",Information,,100-499,For-Profit,$10M-$49M,<$10M,United States,International,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,,Difficulty integrating new technologies with existing legacy systems.,,,,,New technologies disrupting existing workflows or processes significantly.,Concerns about cybersecurity risks associated with new technologies.,,,,,,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,NA,complete,,,69c17630acada6abeead2da5,69c3f55c3c49fdc0084312b3,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,1104,True,2026-03-25,10cd5266c0a28e67235cdcf67a961171,anonymous,,"CIO (e.g., Director of IT)",,I am the primary decision-maker for technology adoption in my area of responsibility,Retail Trade,,5000-9999,For-Profit,$500M-$999M,$10M-$49M,United States,National,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,,,,,,,,,,,,New technologies disrupting existing workflows or processes significantly.,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Don't Know,Moderate Readiness/Capability,Very High Readiness/Capability,Don't Know,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,This survey addressed the average barriers which are seen in this type of work. I do feel that one that was missed was what kind of barrier consistency in leadership can provide. For example if a C-Suite level employee steps down how does that impact the roll out of the tech.,complete,,,69c17630acada6abeead2da5,69c42a32961c9aaa911cf0d8,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,4239,True,2026-03-25,396c47cefdb1d488ddf6151bca757a7a,anonymous,,Other (please specify),operations manager,I am one of several key decision-makers who collectively decide on technology adoption,Wholesale Trade,,500-999,For-Profit,$100M-$499M,$100M-$499M,United States,Local,Minor Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Major Barrier,Major Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,,,,,,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Our main concern is keeping up with the competitors and also ensuring data privacy and protection from cyberattacks. It is a balance we are navigating and learning the most efficient way to invest in the future and keep our prices low for our customers. ,complete,,,69c17630acada6abeead2da5,69c4207b46f6cb1766ba775d,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,443,True,2026-03-25,b4878ea381f1b804dfe2f52fcee37429,anonymous,,Other (please specify),Contractor,I have limited involvement — I primarily implement technology decisions made by leadership,Finance and Insurance,,5000-9999,For-Profit,$1B+,<$10M,United States,National,Significant Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Major Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Major Barrier,Major Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Major Barrier,,,Organizational culture that discourages risk-taking or experimentation with new technologies.,,,,,,,,,,Concerns about cybersecurity risks associated with new technologies.,,,Uncertainty or complexity related to regulatory requirements.,,,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 2: Developing/Repeatable,no,complete,,,69c17630acada6abeead2da5,69c4321dfbb90742335c183e,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,374,True,2026-03-25,ef39f84dc9e60faa552f74bde1162886,anonymous,,"COO (e.g., Deputy Director, Chief of Staff, Assistant Secretary for Administration)",,I am the primary decision-maker for technology adoption in my area of responsibility,Construction,,<100,For-Profit,<$10M,<$10M,United States,Local,Moderate Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Not a Barrier,Major Barrier,Minor Barrier,,,,,,,,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,Lack of a clear strategy or roadmap for technology adoption.,,,Concerns about cybersecurity risks associated with new technologies.,,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Not that I can think of,complete,,,69c17630acada6abeead2da5,69c448dfa4324844a62623d8,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,400,True,2026-03-25,7ec8d64571647dfbb0fb0331fe88b2ae,anonymous,,Other (please specify),Director of Strategic Projects,I am one of several key decision-makers who collectively decide on technology adoption,Manufacturing,,<100,For-Profit,$10M-$49M,<$10M,United States,Local,Moderate Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Our company is just beginning to dip our toes in the water of technology changing having just implemented a warehouse management systems in the last few years. ,complete,,,69c17630acada6abeead2da5,69c4645407834fbbf33618ed,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,832,True,2026-03-25,0087c812bac5f2daf52992b7c5ab6d8c,anonymous,,"CIO (e.g., Director of IT)",,I am one of several key decision-makers who collectively decide on technology adoption,Other (please specify),Tech,100-499,For-Profit,$50M-$99M,$10M-$49M,International,International,Moderate Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,,Difficulty integrating new technologies with existing legacy systems.,,,,,New technologies disrupting existing workflows or processes significantly.,,Concerns about data privacy compliance related to new technologies.,,,,,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,"we have an issue with middlee-management bottlenecks. Even when leadership is totaly on board and teams are actually open to trying new things, adoption can still kind of get stuck in the middle. A lot of middle managers are focused on short-term delivery and just keeping things running smoothly, so anything new can feel more like a risk than an opportunity. If the tool slows things down even a little at the start, it’s easy for them to fall back on what already works. And without really aligning incentives or giving them a sense of ownership in the change, they’re not super motivated to push it forward. That’s usually where adoption starts to plateau or lose signifcant momentum.",complete,,,69c17630acada6abeead2da5,69c47341dd489e4e208dce14,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-26,2026-03-26,IP Address,100,1352,True,2026-03-26,00c3e8d27bcde0b9736118ea9207e1bb,anonymous,,"CTO (e.g., Director of Technology/Innovation, Chief Scientist)",,I am one of several key decision-makers who collectively decide on technology adoption,Information,,10000+,For-Profit,$1B+,$10M-$49M,United States,National,Major Barrier,Minor Barrier,Moderate Barrier,Major Barrier,Not a Barrier,Minor Barrier,Major Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Major Barrier,Minor Barrier,Major Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,I believe that the vendor ecosystem impacts technology adoption as some vendors have much more significant influence than other vendors with guiding the company's strategy.,complete,,,69c17630acada6abeead2da5,69c4b3927fc225d56d427ec5,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
